96,-81,-333
97,-82,-337
97,-82,-337
97,-82,-338
98,-80,-333
96,-81,-333
96,-81,-333
96,-81,-333
101,-82,-335
97,-78,-337
98,-81,-335
98,-81,-335
97,-83,-333
95,-82,-333
98,-80,-335
98,-80,-335
100,-81,-334
100,-79,-336
98,-80,-336
100,-81,-333
100,-81,-333
97,-81,-329
98,-82,-331
98,-77,-337
98,-77,-337
99,-79,-337
98,-80,-334
97,-81,-332
100,-80,-333
100,-80,-333
98,-80,-336
99,-78,-338
98,-80,-335
98,-80,-335
98,-84,-334
98,-82,-332
95,-77,-334
95,-77,-334
99,-79,-335
99,-77,-337
100,-81,-333
98,-83,-333
98,-83,-333
99,-79,-332
99,-80,-336
100,-79,-336
100,-79,-336
96,-79,-335
96,-82,-331
97,-81,-332
95,-79,-334
95,-79,-334
101,-80,-333
98,-78,-337
99,-79,-336
99,-79,-336
94,-80,-330
98,-83,-333
96,-77,-335
98,-77,-336
98,-77,-336
94,-75,-334
94,-75,-330
94,-78,-325
94,-78,-325
92,-78,-331
94,-72,-334
94,-73,-336
93,-73,-332
93,-73,-332
93,-75,-332
94,-74,-330
94,-74,-332
94,-74,-332
95,-72,-332
97,-73,-330
92,-73,-328
92,-73,-328
93,-75,-326
92,-76,-331
90,-70,-330
91,-72,-333
91,-72,-333
88,-72,-330
89,-72,-325
90,-71,-327
90,-71,-327
89,-72,-330
92,-73,-334
89,-71,-328
90,-71,-328
90,-71,-328
88,-74,-326
92,-72,-327
89,-69,-332
89,-69,-332
91,-72,-332
89,-73,-330
89,-72,-327
85,-71,-326
85,-71,-326
89,-72,-328
91,-72,-332
91,-72,-330
91,-72,-330
89,-72,-329
89,-73,-328
90,-72,-329
90,-72,-329
90,-67,-330
90,-71,-333
87,-72,-329
88,-75,-326
88,-75,-326
90,-73,-329
93,-72,-330
93,-73,-331
93,-73,-331
91,-68,-331
88,-72,-328
88,-72,-327
93,-72,-328
93,-72,-328
87,-71,-329
89,-70,-331
92,-72,-331
92,-72,-331
89,-70,-328
92,-75,-325
91,-74,-327
86,-89,-335
86,-89,-335
93,-78,-333
82,-66,-341
60,-64,-352
60,-64,-352
54,-60,-362
54,-58,-370
58,-62,-378
68,-47,-381
68,-47,-381
69,-35,-379
77,-27,-376
94,-27,-374
94,-27,-374
87,-40,-381
98,-34,-382
94,-40,-376
94,-40,-376
94,-38,-375
94,-40,-374
96,-38,-374
95,-39,-378
95,-39,-378
97,-37,-375
93,-41,-374
94,-44,-375
94,-44,-375
94,-38,-378
91,-40,-375
92,-39,-380
90,-42,-379
90,-42,-379
88,-39,-377
84,-26,-374
86,-34,-383
86,-34,-383
87,-13,-381
86,-22,-377
79,-9,-379
78,-6,-376
78,-6,-376
75,5,-377
74,8,-382
72,16,-383
72,16,-383
69,21,-379
64,20,-379
66,20,-378
65,21,-382
65,21,-382
61,23,-386
61,17,-382
62,20,-379
62,20,-379
63,19,-379
65,23,-379
58,31,-383
58,31,-383
58,34,-385
54,37,-383
51,39,-380
50,39,-378
50,39,-378
49,42,-383
47,42,-385
43,52,-385
43,52,-385
42,51,-381
41,48,-377
35,51,-382
34,55,-383
34,55,-383
34,55,-387
30,59,-383
27,62,-382
27,62,-382
25,61,-379
26,66,-384
21,71,-384
15,74,-383
15,74,-383
17,76,-383
12,75,-377
9,80,-383
9,80,-383
7,80,-384
4,84,-388
4,85,-387
0,88,-383
0,88,-383
1,86,-380
-3,91,-386
-11,92,-387
-11,92,-387
-9,97,-387
-16,97,-383
-17,94,-383
-17,94,-383
-19,98,-384
-24,103,-388
-31,108,-387
-29,105,-387
-29,105,-387
-32,108,-387
-33,106,-382
-36,105,-388
-36,105,-388
-39,108,-388
-46,112,-391
-46,109,-388
-51,110,-386
-51,110,-386
-55,114,-390
-61,119,-389
-71,123,-388
-71,123,-388
-80,128,-387
-91,129,-382
-98,127,-380
-100,128,-384
-100,128,-384
-101,128,-386
-98,123,-388
-94,127,-385
-94,127,-385
-94,123,-382
-93,119,-385
-94,124,-386
-94,123,-388
-92,123,-388
-94,124,-386
-93,120,-385
-92,123,-383
-92,123,-383
-92,123,-384
-94,114,-390
-90,111,-394
-90,111,-394
-92,106,-390
-94,110,-386
-95,113,-386
-97,140,-380
-97,140,-380
-99,127,-390
-98,125,-387
-100,122,-385
-100,122,-385
-97,123,-381
-99,124,-386
-100,119,-387
-100,129,-386
-100,129,-386
-98,123,-384
-98,114,-386
-100,103,-386
-100,103,-386
-109,109,-391
-118,112,-394
-127,114,-390
-137,120,-386
-137,120,-386
-148,127,-379
-160,131,-382
-168,132,-383
-168,132,-383
-175,129,-383
-180,129,-379
-185,132,-377
-185,132,-377
-193,140,-373
-203,132,-379
-216,131,-378
-226,118,-377
-226,118,-377
-228,110,-375
-238,101,-373
-245,98,-373
-245,98,-373
-244,97,-376
-248,94,-376
-252,89,-375
-258,84,-373
-258,84,-373
-265,74,-369
-269,70,-372
-270,64,-375
-270,64,-375
-269,66,-375
-269,63,-369
-274,63,-368
-278,60,-367
-278,60,-367
-286,54,-371
-294,53,-370
-302,39,-367
-302,39,-367
-304,38,-365
-308,36,-361
-307,36,-366
-311,33,-366
-311,33,-366
-318,28,-365
-314,34,-364
-316,32,-358
-316,32,-358
-311,47,-359
-310,46,-362
-311,48,-362
-311,48,-362
-313,50,-363
-311,51,-357
-308,56,-355
-305,54,-360
-305,54,-360
-294,53,-362
-285,55,-368
-270,61,-364
-270,61,-364
-256,67,-363
-249,56,-364
-243,53,-365
-244,54,-369
-244,54,-369
-244,65,-371
-241,65,-362
-232,61,-365
-232,61,-365
-224,59,-365
-220,57,-366
-214,57,-372
-213,54,-371
-213,54,-371
-213,52,-366
-214,47,-363
-209,45,-367
-209,45,-367
-210,49,-371
-207,57,-369
-202,50,-370
-200,50,-369
-200,50,-369
-194,50,-368
-193,46,-371
-198,52,-373
-198,52,-373
-206,52,-372
-217,57,-369
-230,52,-371
-230,52,-371
-248,54,-369
-263,54,-370
-277,54,-369
-282,56,-367
-282,56,-367
-288,52,-364
-294,51,-364
-298,52,-367
-298,52,-367
-304,53,-369
-307,55,-365
-307,52,-363
-308,61,-359
-308,61,-359
-319,73,-356
-320,62,-362
-329,49,-362
-329,49,-362
-336,28,-361
-347,16,-359
-352,0,-360
-371,-5,-355
-371,-5,-355
-376,-11,-357
-382,-23,-355
-383,-29,-353
-383,-29,-353
-388,-41,-353
-400,-63,-352
-403,-81,-356
-403,-81,-356
-399,-92,-358
-395,-112,-356
-391,-131,-358
-391,-138,-354
-391,-138,-354
-397,-153,-358
-392,-174,-359
-384,-190,-363
-384,-190,-363
-381,-195,-362
-383,-189,-360
-384,-191,-360
-395,-190,-359
-395,-190,-359
-396,-202,-361
-391,-198,-360
-391,-208,-355
-391,-208,-355
-390,-205,-357
-390,-204,-360
-392,-207,-360
-400,-210,-361
-400,-210,-361
-394,-209,-357
-393,-207,-354
-394,-211,-355
-394,-211,-355
-396,-204,-361
-394,-210,-361
-398,-206,-361
-396,-205,-354
-396,-205,-354
-387,-203,-355
-391,-214,-359
-390,-200,-361
-390,-200,-361
-402,-184,-361
-414,-162,-356
-404,-139,-354
-404,-139,-354
-398,-141,-362
-402,-139,-364
-400,-140,-365
-404,-145,-361
-404,-145,-361
-415,-157,-355
-404,-171,-356
-397,-197,-356
-397,-197,-356
-392,-216,-362
-388,-235,-359
-394,-247,-353
-392,-253,-348
-392,-253,-348
-383,-265,-353
-372,-283,-352
-361,-303,-356
-361,-303,-356
-348,-318,-350
-341,-315,-353
-332,-311,-358
-323,-334,-356
-323,-334,-356
-311,-354,-354
-297,-359,-357
-288,-358,-357
-288,-358,-357
-279,-366,-356
-270,-370,-358
-259,-382,-357
-253,-388,-361
-253,-388,-361
-248,-389,-360
-243,-385,-358
-233,-384,-360
-233,-384,-360
-224,-393,-361
-212,-403,-364
-202,-404,-361
-202,-404,-361
-200,-400,-362
-193,-402,-361
-179,-405,-362
-166,-410,-361
-166,-410,-361
-156,-409,-364
-148,-408,-365
-140,-408,-362
-140,-408,-362
-138,-408,-362
-141,-402,-370
-145,-398,-372
-148,-385,-377
-148,-385,-377
-157,-368,-380
-163,-358,-378
-162,-351,-380
-162,-351,-380
-160,-338,-390
-160,-335,-394
-161,-339,-392
-160,-347,-385
-160,-347,-385
-160,-374,-373
-146,-396,-372
-148,-413,-368
-148,-413,-368
-145,-436,-358
-144,-444,-351
-148,-452,-348
-148,-456,-341
-148,-456,-341
-149,-464,-342
-148,-455,-352
-146,-443,-356
-146,-443,-356
-148,-432,-358
-149,-415,-361
-148,-410,-367
-148,-410,-367
-145,-397,-374
-148,-379,-382
-153,-360,-383
-157,-346,-388
-157,-346,-388
-158,-346,-384
-160,-358,-387
-157,-378,-382
-157,-378,-382
-156,-390,-378
-155,-402,-369
-153,-400,-369
-152,-416,-362
-152,-416,-362
-148,-441,-354
-149,-444,-357
-150,-444,-351
-150,-444,-351
-150,-444,-349
-140,-445,-348
-130,-448,-353
-125,-446,-357
-125,-446,-357
-116,-445,-356
-109,-440,-354
-102,-440,-355
-102,-440,-355
-94,-442,-356
-81,-440,-358
-66,-437,-361
-57,-439,-358
-57,-439,-358
-52,-437,-357
-47,-431,-357
-37,-428,-362
-37,-428,-362
-31,-427,-366
-22,-423,-367
-20,-419,-365
-20,-419,-365
-12,-413,-367
-3,-400,-366
10,-393,-373
17,-389,-377
17,-389,-377
14,-390,-377
10,-391,-371
12,-385,-372
12,-385,-372
10,-383,-373
17,-387,-378
22,-379,-380
25,-375,-380
25,-375,-380
33,-364,-380
35,-359,-378
43,-353,-383
43,-353,-383
55,-345,-387
71,-331,-386
80,-314,-385
87,-298,-385
87,-298,-385
91,-287,-387
99,-281,-389
104,-276,-392
104,-276,-392
102,-275,-394
106,-273,-391
105,-268,-392
105,-268,-392
110,-265,-392
111,-248,-397
116,-238,-399
115,-224,-397
115,-224,-397
114,-209,-399
118,-195,-401
118,-178,-405
118,-178,-405
117,-169,-406
117,-155,-406
114,-152,-407
117,-142,-405
117,-142,-405
113,-131,-407
108,-113,-412
105,-89,-413
105,-89,-413
101,-77,-411
92,-63,-412
84,-45,-409
76,-33,-412
76,-33,-412
65,-25,-415
65,-20,-412
63,-15,-413
63,-15,-413
56,-10,-409
45,-1,-409
39,10,-412
29,17,-413
29,17,-413
32,20,-411
29,25,-407
32,26,-408
32,26,-408
30,14,-410
33,16,-412
37,10,-415
37,10,-415
40,0,-412
39,0,-410
40,-6,-411
39,6,-412
39,6,-412
34,10,-414
31,11,-413
27,16,-409
27,16,-409
21,20,-408
14,25,-408
11,32,-413
12,32,-414
12,32,-414
14,25,-409
22,20,-408
25,17,-405
25,17,-405
31,20,-410
37,11,-413
45,10,-411
56,-5,-404
56,-5,-404
64,-15,-403
70,-23,-405
80,-24,-408
80,-24,-408
83,-37,-410
88,-46,-406
91,-55,-405
97,-57,-402
97,-57,-402
98,-65,-403
104,-80,-405
109,-88,-402
109,-88,-402
115,-107,-401
115,-120,-398
113,-130,-396
113,-130,-396
117,-147,-398
117,-169,-401
114,-186,-396
109,-205,-392
109,-205,-392
109,-222,-388
107,-239,-389
103,-245,-390
103,-245,-390
98,-240,-397
95,-239,-395
94,-235,-392
98,-234,-391
98,-234,-391
99,-231,-393
102,-234,-394
101,-232,-394
101,-232,-394
100,-202,-396
100,-175,-400
99,-153,-400
99,-143,-406
99,-143,-406
99,-136,-407
95,-145,-406
100,-169,-401
100,-169,-401
99,-200,-399
104,-217,-400
108,-242,-395
108,-242,-395
106,-248,-395
99,-272,-388
97,-259,-390
97,-249,-393
97,-249,-393
102,-253,-391
94,-253,-395
89,-255,-393
89,-255,-393
84,-270,-387
73,-291,-383
62,-310,-378
54,-328,-381
54,-328,-381
34,-345,-373
18,-365,-369
-3,-369,-365
-3,-369,-365
-16,-375,-363
-30,-382,-365
-48,-393,-362
-72,-403,-356
-72,-403,-356
-96,-404,-351
-106,-402,-349
-109,-402,-351
-109,-402,-351
-109,-407,-352
-104,-402,-356
-107,-405,-351
-107,-402,-350
-107,-402,-350
-109,-401,-349
-105,-402,-351
-107,-401,-354
-107,-401,-354
-104,-403,-354
-108,-401,-351
-109,-398,-349
-109,-398,-349
-106,-399,-351
-105,-403,-355
-106,-402,-354
-106,-395,-357
-106,-395,-357
-110,-388,-355
-116,-387,-354
-120,-374,-364
-120,-374,-364
-131,-382,-361
-130,-387,-361
-136,-385,-358
-149,-394,-351
-149,-394,-351
-160,-392,-348
-161,-392,-352
-164,-385,-357
-164,-385,-357
-165,-387,-356
-162,-386,-351
-160,-397,-349
-161,-403,-349
-161,-403,-349
-162,-401,-350
-158,-401,-352
-157,-400,-346
-157,-400,-346
-161,-392,-350
-164,-391,-348
-166,-385,-355
-194,-393,-353
-194,-393,-353
-206,-380,-354
-219,-378,-348
-235,-370,-349
-235,-370,-349
-253,-362,-353
-272,-354,-353
-292,-348,-358
-292,-348,-358
-303,-341,-356
-317,-338,-348
-333,-318,-344
-369,-311,-339
-369,-311,-339
-380,-303,-341
-382,-294,-342
-385,-283,-340
-385,-283,-340
-385,-270,-341
-390,-257,-339
-395,-242,-339
-422,-228,-336
-422,-228,-336
-444,-219,-327
-456,-195,-325
-459,-168,-325
-459,-168,-325
-443,-151,-332
-433,-131,-338
-426,-109,-347
-417,-81,-345
-417,-81,-345
-408,-52,-343
-408,-43,-341
-404,-23,-349
-404,-23,-349
-388,4,-350
-372,22,-351
-357,23,-352
-357,13,-350
-360,13,-350
-374,0,-350
-376,-7,-354
-374,-8,-357
-374,-8,-357
-373,-9,-356
-356,-4,-357
-366,10,-350
-366,10,-350
-360,39,-350
-327,52,-355
-300,64,-360
-307,73,-354
-307,73,-354
-310,84,-347
-309,96,-343
-307,99,-347
-307,99,-347
-279,95,-358
-263,102,-357
-263,100,-355
-273,102,-352
-273,102,-352
-275,91,-357
-272,94,-360
-274,92,-361
-274,92,-361
-272,93,-359
-271,89,-357
-268,90,-357
-272,92,-357
-272,92,-357
-275,94,-360
-271,92,-360
-270,93,-356
-270,93,-356
-273,91,-355
-272,88,-357
-275,94,-358
-275,94,-358
-275,99,-360
-275,89,-357
-273,91,-355
-272,89,-357
-272,89,-357
-274,88,-357
-266,82,-360
-264,97,-362
-264,97,-362
-263,94,-357
-263,94,-355
-252,107,-353
-236,104,-354
-236,104,-354
-221,100,-359
-200,115,-357
-170,110,-361
-170,110,-361
-143,103,-363
-111,95,-368
-82,84,-375
-64,87,-374
-64,87,-374
-50,94,-367
-47,90,-366
-31,82,-368
-31,82,-368
-21,84,-367
-18,89,-372
-32,94,-372
-23,86,-366
-23,86,-366
-9,84,-364
1,84,-367
11,77,-369
11,77,-369
23,66,-376
30,59,-371
44,50,-374
44,50,-374
56,28,-368
65,17,-375
78,6,-376
83,-6,-381
83,-6,-381
88,-14,-374
92,-9,-373
89,-5,-376
89,-5,-376
88,-1,-377
86,10,-372
88,24,-370
87,38,-368
87,38,-368
86,50,-361
88,56,-364
88,55,-366
88,55,-366
95,60,-362
91,24,-369
93,12,-373
97,-11,-376
97,-11,-376
110,-41,-376
118,-64,-381
121,-94,-382
121,-94,-382
119,-122,-377
116,-155,-377
109,-184,-376
103,-217,-375
103,-217,-375
92,-233,-377
82,-243,-375
83,-240,-375
83,-240,-375
83,-241,-371
91,-235,-377
99,-227,-379
99,-227,-379
107,-211,-378
113,-193,-381
112,-173,-382
118,-151,-387
118,-151,-387
119,-132,-391
118,-121,-394
110,-138,-388
110,-138,-388
110,-139,-387
112,-134,-388
117,-135,-391
116,-141,-391
116,-141,-391
113,-140,-388
114,-147,-384
116,-173,-376
116,-173,-376
113,-198,-374
103,-219,-377
82,-243,-378
59,-276,-375
59,-276,-375
32,-307,-374
6,-333,-370
-14,-359,-362
-14,-359,-362
-27,-368,-366
-44,-367,-362
-59,-382,-354
-59,-382,-354
-59,-382,-354
-70,-389,-347
-66,-389,-350
-59,-391,-348
-59,-391,-348
-51,-395,-347
-35,-397,-344
-20,-391,-341
-20,-391,-341
9,-377,-348
33,-371,-347
63,-344,-354
85,-318,-355
85,-318,-355
104,-296,-355
122,-265,-360
127,-237,-368
127,-237,-368
127,-201,-376
133,-157,-381
128,-117,-378
123,-82,-380
123,-82,-380
109,-54,-389
102,-47,-395
96,-51,-395
96,-51,-395
95,-57,-395
96,-53,-392
96,-46,-393
96,-43,-397
96,-43,-397
96,-42,-397
96,-41,-395
93,-45,-390
93,-45,-390
97,-45,-393
97,-43,-396
96,-42,-395
96,-42,-395
96,-42,-395
96,-40,-393
92,-38,-391
95,-33,-394
95,-33,-394
91,-40,-395
92,-37,-397
94,-32,-390
94,-32,-390
90,-34,-390
88,-22,-390
86,-10,-396
74,10,-399
74,10,-399
61,24,-402
47,38,-400
33,56,-400
33,56,-400
19,66,-405
5,81,-405
-11,92,-407
-33,107,-404
-33,107,-404
-49,116,-403
-68,126,-401
-88,135,-403
-88,135,-403
-111,142,-401
-134,145,-399
-152,136,-394
-172,134,-392
-172,134,-392
-194,134,-390
-213,132,-388
-214,123,-392
-214,123,-392
-217,126,-387
-229,129,-378
-247,111,-377
-247,111,-377
-247,111,-377
-287,108,-372
-286,103,-372
-288,66,-378
-288,66,-378
-291,36,-380
-298,13,-381
-297,12,-382
-297,12,-382
-314,52,-374
-317,65,-361
-327,59,-362
-330,71,-350
-330,71,-350
-338,94,-345
-342,121,-332
-341,148,-320
-341,148,-320
-344,167,-307
-343,171,-300
-339,176,-298
-339,200,-286
-339,200,-286
-343,191,-291
-353,160,-304
-373,131,-308
-373,131,-308
-392,101,-312
-402,62,-327
-391,3,-346
-369,-63,-369
-369,-63,-369
-356,-110,-372
-356,-162,-372
-360,-211,-370
-360,-211,-370
-350,-255,-373
-335,-270,-379
-313,-291,-381
-313,-291,-381
-305,-307,-376
-316,-310,-375
-310,-308,-377
-308,-320,-377
-308,-320,-377
-307,-323,-377
-307,-319,-375
-308,-317,-372
-308,-317,-372
-308,-319,-372
-305,-319,-377
-309,-322,-379
-306,-318,-374
-306,-318,-374
-310,-320,-375
-307,-317,-373
-309,-319,-373
-309,-319,-373
-309,-323,-376
-311,-320,-377
-310,-326,-371
-309,-318,-371
-309,-318,-371
-304,-323,-375
-301,-306,-382
-294,-300,-386
-294,-300,-386
-310,-302,-380
-297,-315,-380
-265,-325,-385
-227,-352,-391
-227,-352,-391
-188,-376,-390
-143,-384,-400
-124,-387,-395
-124,-387,-395
-116,-392,-391
-111,-391,-394
-102,-397,-394
-102,-397,-394
-87,-398,-395
-85,-396,-396
-85,-395,-390
-78,-393,-391
-78,-393,-391
-83,-392,-395
-78,-389,-401
-78,-383,-405
-78,-383,-405
-81,-389,-399
-82,-393,-396
-82,-393,-393
-80,-411,-390
-80,-411,-390
-78,-422,-387
-80,-431,-385
-87,-437,-379
-87,-437,-379
-88,-439,-375
-89,-437,-375
-87,-439,-379
-88,-443,-379
-88,-443,-379
-87,-440,-377
-91,-444,-372
-91,-436,-375
-91,-436,-375
-88,-438,-378
-87,-433,-382
-87,-420,-388
-89,-409,-391
-89,-409,-391
-87,-399,-392
-83,-387,-397
-84,-370,-406
-84,-370,-406
-80,-365,-410
-81,-350,-412
-86,-339,-413
-86,-339,-413
-82,-325,-412
-79,-322,-418
-81,-311,-423
-79,-303,-423
-79,-303,-423
-79,-305,-419
-80,-302,-419
-78,-300,-420
-78,-300,-420
-79,-298,-424
-77,-296,-425
-78,-297,-423
-78,-297,-421
-78,-297,-421
-80,-296,-418
-80,-296,-422
-80,-304,-422
-80,-304,-422
-77,-305,-424
-80,-306,-418
-81,-308,-417
-83,-308,-417
-83,-308,-417
-79,-308,-421
-80,-310,-426
-78,-311,-419
-78,-311,-419
-82,-310,-419
-82,-316,-418
-79,-313,-418
-79,-321,-422
-79,-321,-422
-79,-318,-421
-81,-327,-418
-84,-335,-408
-84,-335,-408
-80,-356,-407
-83,-377,-401
-81,-398,-396
-81,-398,-396
-81,-406,-391
-71,-385,-395
-49,-391,-388
-29,-376,-397
-29,-376,-397
-9,-366,-401
27,-349,-407
36,-337,-405
36,-337,-405
47,-323,-403
64,-303,-404
81,-284,-406
96,-261,-409
96,-261,-409
100,-242,-406
105,-242,-399
113,-232,-395
113,-232,-395
115,-218,-398
107,-214,-403
111,-210,-405
105,-214,-401
105,-214,-401
100,-217,-400
103,-218,-399
105,-217,-402
105,-217,-402
106,-219,-406
104,-216,-406
99,-216,-403
100,-211,-399
100,-211,-399
104,-208,-405
106,-208,-407
104,-209,-406
104,-209,-406
103,-210,-404
103,-209,-400
103,-208,-402
103,-208,-402
105,-202,-406
105,-215,-407
104,-218,-403
105,-228,-398
105,-228,-398
106,-225,-397
103,-218,-402
108,-202,-407
108,-202,-407
105,-208,-407
105,-211,-407
103,-205,-401
103,-209,-401
103,-209,-401
103,-208,-406
103,-204,-406
104,-208,-408
104,-208,-408
103,-210,-402
98,-206,-401
102,-206,-405
102,-203,-405
102,-203,-405
105,-206,-412
102,-204,-407
100,-201,-403
100,-201,-403
94,-210,-402
92,-226,-401
79,-236,-404
43,-232,-411
43,-232,-411
-9,-223,-413
-42,-211,-412
-47,-211,-415
-47,-211,-415
-77,-211,-419
-116,-213,-415
-148,-215,-409
-148,-215,-409
-179,-207,-402
-209,-202,-394
-241,-192,-390
-278,-173,-388
-278,-173,-388
-308,-149,-378
-331,-143,-364
-357,-124,-353
-357,-124,-353
-363,-98,-355
-344,-62,-363
-326,-30,-368
-306,-14,-368
-306,-14,-368
-287,-8,-371
-253,-6,-375
-221,-16,-391
-221,-16,-391
-176,-56,-400
-120,-111,-404
-84,-146,-398
-68,-154,-396
-68,-154,-396
-35,-181,-391
16,-203,-384
44,-212,-378
44,-212,-378
29,-222,-376
15,-246,-371
25,-281,-358
49,-307,-347
49,-307,-347
76,-323,-335
83,-324,-330
102,-318,-323
102,-318,-323
114,-300,-314
136,-287,-315
147,-270,-315
147,-270,-315
161,-264,-308
177,-229,-303
172,-198,-305
158,-162,-312
158,-162,-312
132,-124,-329
99,-102,-346
65,-86,-362
65,-86,-362
25,-77,-366
-6,-47,-370
-26,-13,-375
-41,3,-377
-41,3,-377
-41,13,-377
-45,24,-375
-39,42,-366
-39,42,-366
-6,48,-358
19,51,-352
50,53,-346
77,13,-344
77,13,-344
95,-36,-346
91,-89,-348
79,-141,-357
79,-141,-357
45,-197,-363
-7,-241,-373
-69,-263,-369
-107,-262,-371
-107,-262,-371
-116,-265,-372
-143,-269,-376
-198,-269,-373
-198,-269,-373
-234,-263,-367
-257,-228,-366
-258,-183,-371
-258,-183,-371
-182,-139,-390
-66,-113,-389
27,-106,-374
44,-93,-365
44,-93,-365
36,-92,-365
21,-82,-368
26,-95,-373
26,-95,-373
42,-102,-369
53,-120,-364
57,-127,-361
85,-114,-349
85,-114,-349
104,-93,-339
120,-63,-334
140,-33,-318
140,-33,-318
154,-13,-302
161,1,-292
159,27,-282
156,68,-275
156,68,-275
144,109,-271
102,145,-268
47,169,-282
47,169,-282
-8,171,-300
-61,175,-310
-108,177,-318
-161,181,-319
-161,181,-319
-215,184,-311
-258,188,-295
-300,187,-283
-300,187,-283
-349,184,-269
-389,179,-253
-414,167,-246
-414,167,-246
-436,153,-230
-460,141,-221
-477,127,-218
-485,113,-221
-485,113,-221
-500,74,-228
-520,29,-221
-527,-11,-225
-527,-11,-225
-502,-47,-251
-437,-89,-308
-354,-118,-356
-276,-119,-380
-276,-119,-380
-223,-152,-388
-199,-177,-388
-166,-217,-386
-166,-217,-386
-105,-281,-380
-50,-321,-359
-47,-353,-343
-59,-376,-333
-59,-376,-333
-67,-391,-322
-53,-392,-318
-22,-376,-324
-22,-376,-324
12,-342,-335
42,-303,-335
59,-259,-340
60,-197,-352
60,-197,-352
36,-146,-369
-3,-125,-381
-43,-119,-387
-43,-119,-387
-62,-119,-387
-51,-136,-385
-39,-147,-391
-39,-147,-391
-37,-164,-391
-47,-190,-392
-57,-226,-386
-68,-257,-379
-68,-257,-379
-88,-279,-372
-115,-284,-376
-130,-281,-381
-130,-281,-381
-149,-274,-376
-162,-273,-374
-170,-260,-371
-188,-243,-377
-188,-243,-377
-205,-225,-378
